filename,text
5ecd4acdb218ec085c6eefe6_q4_c1_1671664941_d5485f80-975e-4bc4-8674-c88bc26e27b8,"So situations. When I join a new team of people for me, I usually behave just like myself. Like I said earlier I'm very inviting and warm and welcoming so I do have a way with people connecting people and kind of talking to them and getting to know them and having, you know, sort of conversations where they'll enjoy my presence and be able to open up and kind of just, you know, be themselves as well and hit it off with me. So I'm very warm welcoming and people, you know, like me on very sociable. So I would say those People really do enjoy my presence. I think it's because of Just My overall personality, the way. I am. The way I present myself. You know. I'm no BS straightforward. I'm honestly, I can see that. I have good intentions. And I treat everyone with respect. So I don't think they will have any issues with that, I think they appreciate that. So yeah, that's definitely. You know, why or how I behave in situations and you know why I do behave in some situations"
5ecd4acdb218ec085c6eefe6_q5_c1_1671665014_d5485f80-975e-4bc4-8674-c88bc26e27b8,"Yep. So situations where someone annoying me basically how I usually react in those situations is its try to calmly and professionally you know address it and directly address the issue and speak directly to them and not be blunt to let them know that this is bothering me and politely ask if they can stop or if they could change their ways and acting in accord. The way I'm looking, I feel like I do present myself in a reverie respect of perspectival, respectable Manner. And I treat One respect. So I don't think they will go ahead and take that as an offense or or take it in a slight your anyway. And I think I just learned from you know like I said we're my how I raised. And now my house born into my family, we were taught to treat people, how we want to be treated, you know, I have respect for others and you know I would definitely approach a situation with the utmost respect and just try to do it in a sincere way so they can understand how I feel and hopefully they can, you know, be relatable to how I feel about the situation."
5ecd4acdb218ec085c6eefe6_q6_c1_1671665087_d5485f80-975e-4bc4-8674-c88bc26e27b8,"Think of situations when you work a workplace or not, they organize. How typical is that of use my very typical at all. Very organized like to have everything in a certain place, I like to be able to find something and have it in a certain place right now where everything is. I like to be very organized. I feel like that it leads to a more productive life and a more productive job performance. So yeah for me that is something that is very rare that happens and it's something that if it does happen, I probably cleaning it up and trying to get organized. You know, fairly quickly. And I just think that, you know, I've tried both ways and, you know, I've had experience in both ways and I've learned and the results showed me that, you know, being more organized, leads to better results being more prompt and be able to meet deadlines and be able to have the information at an arm's reach, you know, instead of, you know, search any kind of, you know, going going nuts and looking for it. So I think it just shows in the proof is in the pudding and You know, I apply that to it to my real life scenario now."
5ecdcc5497268a15bfa8c04e_q1_c1_1672678068_52ef8c8f-6e6d-4c54-afd5-92633f95bb6e,"I said, one of my greatest strength to be pretty adaptive to any situation that comes to, for example, I previous work at Starbucks as a barista and there was a large number of customers that order their drinks and we were pretty bad cup at the time being and yeah, I didn't say like oh we wouldn't be able to complete this task or get these drinks out to the customers, but I quickly adapt to the situation and we've managed to get all the drinks out and that was one of my greatest strength as a weakness sometimes. I don't really step up as a leader sometimes. Usually people are, someone else will step up and I would just follow their lead and it really depends on the situation. So if I Don't see anyone stepping up. Then I will take the responsibility and step up as it later but there is someone else who was willing to step up Before me then, just let them take the lead."
5ecdcc5497268a15bfa8c04e_q2_c1_1672678167_52ef8c8f-6e6d-4c54-afd5-92633f95bb6e,"So am I my best friend would probably describe me as pretty friendly. I just I tend to crack a few jokes from time to time and make people laugh. And that's how I get along with people and trying to get like a fair understanding of what type of person they are. And finally there are our how unfriendly they are and you know, generally I am, you know, and optimistic person not really pessimistic. I don't really tend to be negative around my Paris or fund groups. I just like to hang out with them or have a good time, you know, just have fun. typically, I'm just A cool person to hang out with. I would say some people go to approach, me and like, asked me to hang out from time to time or just try to do something with me because they enjoy being around me."
5ecdcc5497268a15bfa8c04e_q3_c1_1672678298_52ef8c8f-6e6d-4c54-afd5-92633f95bb6e,"So usually I tend to think of all the possible outcomes or possible Alternatives when making professional decisions that could affect my status or how much money I make. Usually, I behave pretty seriously in this situation because I really think about About what what is needed for for these decisions. And you know, this will ultimately affect my long-term goals and my career my future. And I think it's I think that's why I would behave seriously and that we were, like, joke around all these things. So typically I would tend to, Take it seriously. And Not. Not to say something out of out of my mind right away. It's just have some time to think about it."
5ecdcc5497268a15bfa8c04e_q4_c1_1672678403_52ef8c8f-6e6d-4c54-afd5-92633f95bb6e,"So when I joined a new team of people, I generally stay a bit quiet just because I'm not sure what type of people they are and what type of things are acceptable tourism, and what things are not acceptable towards them. And, you know, I, this is the time where I try to learn their names. What type of people that are, how do I get along with them? Or, you know, which type of people are which group of people and that team will not get along with. And I think this is I think I I think this was normal because I don't think I would be able to get along with everyone and new team of people are probably one or two people that I would probably not get along with. But generally with the rest of the team I probably get along with them. Yeah. Probably hang out outside of work, if that comes to it. But yeah, at first I would be pretty quiet. But then gradually, I would be More open more accepting and more talkative."
5ecdcc5497268a15bfa8c04e_q5_c1_1672678493_52ef8c8f-6e6d-4c54-afd5-92633f95bb6e,"Hmm. Usually when someone annoyed me it it would take a lot to get like it would take a lot to provoke a negative response for me because most of the time I would deescalate the situation or just not take it to heart, I guess. but most of the times I just laugh it off or just try to change the topic or something and not really, you know, Make them feel bad for knowing me, or are you just calling them out or something? But generally, I am pretty patient with people who would like annoyed me. So, there are probably a lot of times where, you know, people would annoy me but I would, Not take it too seriously and just deescalate the situation laugh it off and move on."
5ecdcc5497268a15bfa8c04e_q6_c1_1672678587_52ef8c8f-6e6d-4c54-afd5-92633f95bb6e,"So generally, when my work on my workspace, we're not organized. It tends to be because I was very stress or, you know, I felt very overwhelmed and this doesn't only include my workspace, but you know, probably my room with typically describe how stressed I was but typically it would get very unorganized at times but usually I clean it up most of the times just because I like to have a very organized workspace and you know, provides me a space where I can just do my work productively and it wouldn't bother me as much you know that's like in the back of my mind or something saying like oh it's very unorganized. I should probably clean this out soon. Then I just do it sooner than later."
5edceace34669404354ab615_q1_c1_1672675797_f5fda9cf-32f8-491e-b02d-191226e95946,"Good morning. I would consider among my greatest strengths and weaknesses as an employee. Well, my greatest strengths would probably be. I am always on time. I am actually ahead of schedule when I go into work, I am there at least 20 minutes, early ready to start my day. I was make sure that I am on time other strengths include. I want to get the job done. I want to get started right. Right away, I want to get it done where it's correct quality-wise, not just efficiency but quality I think outside the box. A lot of times what I do like to do. One of my biggest strengths is I'm a people person. I love to get people motivated, whether that is by telling them, hello, have a great day, you know, kind of at a surprise way when things that I used to do was I would write on our Doctors, that went down to our Packers. Have a great day, you're doing a great job, you know, with a smiley face or whatever on there. Just a quick way to say, hey, you're doing great, come on motivation. Rather than them having to do the job continuously and never hear anything positive that you're doing. Great, you should always let your employees know you're doing great. Some of my weaknesses are. I am a people person and sometimes people like to take advantage of me for that that's not A good thing. So, you know, it does affect me. I do get personally, emotionally, I should say not really personally but I get emotionally involved with people. So when they're upset with me for something, I don't know why I want to get down to the bottom of it, and I want to see if I can correct it. You know, sometimes that means that I have to change myself and that's not always a good thing, being a manager, being a boss. So and I also Tend to feel badly, emotionally one, something like a employees, having a bad day. And a lot of times, I know, in the past, I've had employees have bad days because they've got something going on at home. And it really affects me when they, especially when they break down. You know, about it and want to really tell me what's going on and everything. It's hard. It really is not to get emotionally involved."
5edceace34669404354ab615_q2_c1_1672675889_f5fda9cf-32f8-491e-b02d-191226e95946,"My best friend would describe me as being a go-getter. I'm always trying to get things done. I'm always positive, you know, there's a lot of things they would tell me, I'm very creative, I think outside the box. A lot of things I'm Echo friendly, earth-friendly things like that. My birth, my best friend would say, is she's alive for the party. You know, she's a go-getter like I said a lot. Of things."
5edceace34669404354ab615_q3_c1_1672676027_f5fda9cf-32f8-491e-b02d-191226e95946,"A situation where I made professional decisions that affected my status or how much money I made. Well, I've never had one affect my status, but I have had a job where I'm affected my making money as far as professional decisions. I was a manager working for a cell phone company and what I was doing there was getting customers to sign on that needed help because Cuz they were low income families and we were offering phone service that allowed them to have. So many minutes for free for a month for calling and texting. It was not based on welfare or anything like that, but it was our own company that we were just offering this status and then if they wanted more minutes, they could purchase it at a reasonable price. One of the things I had to do was get out. As many customers as I could to sign on. If I wanted to make more money, this meant I had to make some decisions on areas that I wanted to go to low-income areas are very hard, especially in bigger cities because there's a lot of risk involved as far as just being outside offering these phones robbery, things like that. So I did have to make a lot of professional decisions because of that, There were a lot of things that we had to do. As far as signing people on, you had to make a decision of whether or not this person could be approved or could not be approved due to their own circumstances. So you know that affected how I made money to because every person that I signed on, I got a bonus for it. So definitely that was one of my jobs."
5edceace34669404354ab615_q4_c1_1672676177_f5fda9cf-32f8-491e-b02d-191226e95946,"Situations. When I turned to join new team of people that happens quite a bit because I am my own company at the moment. I am self-employed. However, when I was employed and manager positions of different companies and places like that and just being a simple employee and not even being a manager. When I meet new people, I am actually very quiet person. I like to study. The room and see what's going on. I like to get to know the people to see what's happening. You know what, they're up to how they're reacting towards me, and how they're, you know, reacting towards others. A big part of that is because of my manager experience. But it's also because I'm quiet for the most part until I don't need to be quiet. The reason I am quiet is because partly is my ADHD. And the way I was raised. I was taught trained as being a manager, you know, various situations, you know, growing up, things like that. So most definitely, that's the reason I stay quiet and kind of stay in the background until I get to know somebody. And then when I do get to know the team, I am very active, very chatty. Sometimes, you can't give me to shut up. So, most definitely, that's how I do start out when I Jenny, Keene. However,"
5edceace34669404354ab615_q5_c1_1672676374_f5fda9cf-32f8-491e-b02d-191226e95946,"Situations when someone annoyed me um I'm going to be honest here. I've never had anyone annoying me at work. Now when I started working from home, I had my kids still at home and a lot of times he needed a lot of help attention, things like that, due to his own health mental needs and things. And well, I have a, you know, understanding of that. I also got to the point. There are certain things that he can do and he knows that he cannot bother me while I'm working. I do get a little annoyed when that happens and he's done it several times in the past, not more recently but he has done it. How do I usually react in such situations? Well, I usually tell him, hey, you need to find something to do because Mom is working. This is very important. Mom is making money. Mom has to pay the bills. You know, I will explain to Why it is a lot harder as far as for me to do simply because he is mentality with him being autistic. He doesn't understand a lot of things. Normal. People would he would take it outside of the box instead? Why do I get annoyed while I kind of explained a little bit? I think it's more along, the lines of I need to get things done and I know a lot of times when you're dealing with somebody, He that has mental illness such as autism. It's very difficult, not to become frustrated easily. When you don't understand the situation, you're not familiar with autism and things like that. I'm familiar with it. I grew up with somebody that was autistic. So it's easier for me. So I really can't give situation or it's normal you know for me. Why Why do I get a little bit annoyed I kiss because he does understands on some situations that I have to work but then I have to stop and also think that he is autistic and sometimes he forgets and I have to remember that I have to repeat it and I just have to stay calm rather than get annoyed. I think maybe it's a little bit of my ADHD."
5edceace34669404354ab615_q6_c1_1672676502_f5fda9cf-32f8-491e-b02d-191226e95946,"How typical of it is me for having my workspace, not very organized when I'm at work. Well, it's pretty typical guys, I have ADHD. So my work space is organized, sometimes. And sometimes it's not. And why do I think that is? Is because I have ADHD, but to be quite honest, it's one of the things I'm really focused on. On working on because of my ADHD and being disorganized. It's one of the major symptoms lately. I have noticed, it has been a very big distraction for me and because I've noticed it, I'm starting to focus on it. One baby step at a time, getting it organized. As far as my workspace, a big benefit for me, is my work, space is actually portable, but for the most part, I do have an office area and And it does get disorganized. And like I said, I have been focused on one step at a time goal of getting it, right choice."
5ee232f2b970662cfa352567_q1_c1_1672086858_4e70474a-e0f3-4dc2-8f49-aa4304a7669b,"Generally, I find that I am very diligent and I work to solve problems very intensely and I don't give up on them until they're finished. So I consider my strengths to be that I am a hard worker, a problem-solver, someone that won't give up. Someone that attacks problems and keeps working on them until they're finished as for weaknesses. I guess a weakness would be that I can get stuck in a rut sometimes if I have to work on this same thing over and over again. So if there's no variety then that would be something that's frustrating to me. That would be be a weakness if I just got stuck working on one thing, I'll tip the all the time. Some other strengths would be that. I'm very passionate about the solving problems and working hard on them. I'm very patient. Yeah, that's what I would typically. Say my strengths and weaknesses are"
5ee232f2b970662cfa352567_q2_c1_1672086963_4e70474a-e0f3-4dc2-8f49-aa4304a7669b,"My best friend would describe me as someone that is very loyal and caring. So generally I tend to be someone that is very empathetic and cares about others and wants to see the best for them. I don't try to take advantage of them or I try to help them typically. I am someone One that wants to see others succeed and wants to help them if they need help with anything. So I think my friend would describe me as someone that is interested in, people wants to see them do well wants to see them be successful. I think they would describe me as being someone that will not give up on someone typically I will you know, stay loyal to them. Stay Stay in contact with them and try to help them whenever I cancel it. I think that's how my prevent friend would describe me."
5ee232f2b970662cfa352567_q3_c1_1672087076_4e70474a-e0f3-4dc2-8f49-aa4304a7669b,"When I have to make professional decisions that could affect my status or how much money I make. I tend to be very Analytical and cautious, and making those decisions. Typically, I'm someone that looks over all the options before making a decision. So, I'll list out the pros and cons and I will think about things very carefully and not just make a decision on a whim. And I guess that just goes back to my personality. I think that's because I am very cautious. Very much someone that wants to make the right decision and take my time and just do things carelessly or on a whim. Oh, and make sure I have a reason behind everything that I do. So yeah, I would typically take a lot of time to think about things and think them through and analyze them and that's just part of my analytical nature, I guess."
5ee232f2b970662cfa352567_q4_c1_1672087161_4e70474a-e0f3-4dc2-8f49-aa4304a7669b,"When I join a new team, I tend to kind of just be quiet and stay in the background for a while. I just try to learn about everyone and everything and not try to force my views on everyone. I think that's because I'm generally something that wants to get along with people and show that I can be a team player so I don't want to upset anything. I want to show that I can be helpful. So yeah. When I'm I'm joining a new team. I'm going to try to look out, see what everyone else is doing and how I can conform to that and also add a little bit of my own personality. So typically I'm I'm pretty pretty quiet and laid-back, just kind of observing what's going on. And that's just, I guess that's just a result of my personality me being kind of laid-back and introverted and wanting to get along with people. So, I think that's how I usually behave in in When joining new teams."
5ee232f2b970662cfa352567_q5_c1_1672087275_4e70474a-e0f3-4dc2-8f49-aa4304a7669b,"When someone has annoyed me, I guess typically I just kind of try to ignore them at first I try to kind of wait until they stop. I think that's because my personality, I'm generally someone that wants to get along with people and doesn't like confrontation and doesn't want to hurt people or their feelings. So when they're annoying to me, I just kind of try to brush. Get off as long as I can. I guess if they persisted in annoying me, I might either remove myself from the situation or, you know, again, just because I'm generally someone that wants to do avoid that conflict. So, I might move myself away, but yet they kept persisting, I guess I might eventually have to say something to them and it would make me feel really bad. So I probably wouldn't say too much to them, but I might just ask them to stop and I see. I just because I'm typically a pretty pretty nice and friendly person."
5ee232f2b970662cfa352567_q6_c1_1672087363_4e70474a-e0f3-4dc2-8f49-aa4304a7669b,"When I think about situations where my workspace was not very organized. I can think about times like when I've had it to move to a new workspace or just have so much stuff going on that becomes unorganized and it's not really typical of me. It's kind of frustrates me when it's not organized. I tend to be someone that's very neat. And orderly generally, I'm pretty analytical and I look at the details a lot. So having something that's not organized kind of upsets me. So that is, that is not very typical of me. It wouldn't? It would upset me and it would make me want to get it back in order as soon as I could. So whenever something like that happens, I'm pretty disappointed because it's not typical of me. It does make me uncomfortable, just because I like to be organized. I like to have everything lined up and I know exactly what's going on."
5ee8f9a309471c0d46a6d247_q1_c1_1671567091_5585635a-fb0f-4bad-90ad-66bbe8f5719d,"What I consider to be my greatest strengths and weaknesses of employee. So her my greatest strengths I would say that my creative problem-solving skills are absolutely my biggest strengths as an employee sometimes it's not possible to Complete a request or conducted an investigation to identify a root cause using the standard steps techniques or functions and being able to problem-solve creatively brainstorm, look at the problem from multiple different perspectives. Well, allow you to still achieve, a result that is seemingly impossible or difficult. And so, that's something that I have regularly brought to the table as an Ali, I think also my skepticism, my natural and naturally skeptical. I am a professional skeptic so my I don't take anything at face value. I question everything I am committed to doing due diligence that way. There's no time wasted. There are you're not building a case. Or solving a problem based on inaccurate information. So I think my natural skepticism around anything that I receive any results, I'm always going to double-check that. So that lends itself to reliability and accuracy and building trust with in my peer group, with my subordinates and my supervisors. So, I think that just my natural skepticism is, is it something that I can bring to the table? another strength that I would that I bring whatever that I would bring as an employee would be that I'm stubborn. Kind of this kind of goes hand-in-hand with creative problem solving. I will figure out a way to get something done. It's important to somebody whether that's an internal client kind of internal customer or an external client. We'll figure out. I will not let you know my The Roblox stop me. I'll fit you know if I can get it done one way, I will make sure to just figure it out and get it done another way as long as it's legal within policy and compliant but that's I drive too. Succeed and complete something as a benefit. That's also my greatest weakness though. My stubbornness I can get wrapped up in something and have to keep the keep that in mind. So I'm going to try to work on."
5ee8f9a309471c0d46a6d247_q2_c1_1671567219_5585635a-fb0f-4bad-90ad-66bbe8f5719d,"My best friend would describe me as honest to a fault. and helpful, I'm My background is in an investigation that just have a Natural Curiosity. I love to any of my friends with my best friend has a problem. They can't figure something out. I don't know how to find something. They any kind of issue that there. Running into them know that if they mention it to me, that I will naturally want to jump into helping them, figure that out or making a list of recommendations or helping, I love to research. So doing the research doing help, I just I love being able to use my research skills test and my drive to find things to help in any way that I can. And then also that I'm I'm just honest, that's my best friend would describe me that if she can't, if she needs an opinion or if she Has trouble navigating something. She feels like, she's not getting honest valid feedback. She'll always say. I know you'll tell me the truth. What do you think? So be honest. And delivering. Whatever the messages with Grace wood? Be something that my friend would mention about me."
5ee8f9a309471c0d46a6d247_q3_c1_1671567410_5585635a-fb0f-4bad-90ad-66bbe8f5719d,"So being someone entirely analytical, when I'm faced with the situation, where I'm making professional decisions, that could have an impact positive or negative on, in terms of my status or how much money I make. I am and Piper researcher and forecaster and I try to in those situations I always try to Detail. Make a pros and cons with some just detail any possible outcomes. And all of the, you know, kind of any kind of collateral type of damage or collateral benefits to what that decision, the outcome will be with immediately and in the future. So I'm very much Always concerned with doing my due diligence. I try to ensure that I have as much information as possible to make those professional decisions. I guess I kind of already went through. Why? I think that is, but just my natural. Version 2 exposing myself to risk, whether that's risk of failure, risk of loss, and Status risk of damaging relationships, very risk-averse. And that's why I think I am so analytical and in committed to due diligence and making these professional decisions, because I don't want to You cut off my nose to spite my face. I don't want to make a Rash. Or Premature decision. I want to make sure I'm taking everything into consideration because I like to play it safe. It looks like I need more time. There are. Since there's so much overlap in terms of professional and personal life, even when I'm making professional decisions, that could affect my status and how much money I make my personal life definitely comes into play there a family, good money part, I wouldn't want to, again, expose them to risk any of my professional decisions. Could in fact affect them. So I'm always very cognizant of my family, even when I'm making deuce, Impactful potentially impactful. Professional decisions. That's a minute 30, okay."
5ee8f9a309471c0d46a6d247_q4_c1_1671567538_5585635a-fb0f-4bad-90ad-66bbe8f5719d,"That's why I'm joining a new team of people. I I'm very much trying to still be a secondary character in the background kind of observe because I want to get a feel for what the cultural style is with. The communication style is kind of what the social norms are terms of interaction between team members. I try to be respectful of the fact that I'm new and I need to defer at least initially to the statements knowledge, opinions of these people that are on my new team. Because as the newcomer, I don't have any kind of status within that group yet they don't have trust. Within me that I would need to feel comfortable. I don't know. Objecting or inserting a conflicting. Or Divergent opinion into the group. I try to be respectful and the reason that that is I just think that it's important to gain the trust and the respect of your new teams. And if you come in and immediately are disruptive are behaving, you know, fear displayingAbnormal behavior Behavior. That's just not something that meshes well with them. You're going to have a more difficult time, gaining their trust and being a true member of the team. And that's how you ultimately can really contribute to a team is working together. Gaining trust being able to have that social influence of social political Capital within the team. And to do that, you need to mirror their kind of culture and activity and really make an effort to fit into the team. See."
5ee8f9a309471c0d46a6d247_q5_c1_1671567677_5585635a-fb0f-4bad-90ad-66bbe8f5719d,"Some situations where somebody has been annoying, me. I really try to make a Make an effort to be aware of what's going on and try to figure out why I'm feeling annoyed. Is it something where it's It's someone's done, something that is provoking like, touching on my insecurity, a lot of times that's it. Whether it's something would or undermining my decision or my knowledge or I feel. Usually if I feel some type of insecurity and some wire, it's making giving me a feeling of inadequacy or being an imposter like that. Those are my strongest reaction. So I try to really be aware of that and not be as reacted to it when I feel annoyed. Wade and in other situations where I can feel like we're identified that it is not something like that and it is valid. I still try to minimize my outward. Indicators that I am annoyed. Because I don't think that most of the time, that's not really helpful. Because like I said, in my previous question, it like, it's important to be able to navigate. A inflammatory situations in terms of interpersonal, communication is important to navigate that with Grace and to not be too quick to be reactive. You don't have to wear your emotions on your sleeve. So yeah, I think that it's usually to your benefit and to the group's benefit in terms of productivity and collaboration to minimize. Your outward reflection of your annoyance. I think that's enough."
5ee8f9a309471c0d46a6d247_q6_c1_1671567824_5585635a-fb0f-4bad-90ad-66bbe8f5719d,"Sometimes when I work on my workspace is not very organized. Or usually, during times of High pressure high stakes investigations for work objectives. Something weird type Lines, been moved up something for I have lost the typical or expected amount of control that I have over my time or my work product or my job responsibilities. That kind of has a secondary effect of Me my workspace not being organized. It's a byproduct of my own stress over my lack of control over the situation. I'm so typical, I mean say it's not very typical, I am usually pretty good at managing my time and my stress and Come being. Into with a were aware of what I'm thinking and feeling and working to mitigate whatever those those feelings are. Just not very usual. But sometimes, Let's say it's less than 50 percent of the time, but why do I think that is? Why do I think my workspace wasn't very organized. Like I said, it's because I'm stressed and trying to do too many things at once and Have lost my routine or Rhythm or expected amount of control. I would have or something. So it's a direct reflection of I stress level typically. used to be much more of a problem, but as I have Matured as a professional a bit. That I've been able to minimize those instances pretty well especially compared to 56 years ago."
5eea18fc3e537f0c21f2e9df_q1_c1_1671809418_8e039859-6b98-4f13-ab20-9e0e45954079,"Okay, click Start before, answering the question. Use adjectives to describe your personality include. Okay, so generally I am a hard worker. I am a dedicated employee typically I work well with others. I am patient. I like to be a team player. I like to get along with other people and I try to think of Creative Solutions to problems and I like when everyone is working together as a team Yeah, I thought I just sound through this question but I tend to be a team player. I like working with others and I am a patient person."
5eea18fc3e537f0c21f2e9df_q2_c1_1671809501_8e039859-6b98-4f13-ab20-9e0e45954079,I think my best friend would describe me as strong as independent and that I am generally a compassionate person. Okay. And that I like to find creative ways to handle Solutions and that I have a pretty good sense of humor. And that I am pretty bright and I am helpful.
5eea18fc3e537f0c21f2e9df_q3_c1_1671809578_8e039859-6b98-4f13-ab20-9e0e45954079,"Well, I tend to be a very practical person, I like to save money and I don't spend much large amounts of money. Whether that be for my job or my personal life, generally, I'm a pretty practical person. So I guess I would say that I usually behave in a very practical way and that I try to be frugal."
5eea18fc3e537f0c21f2e9df_q4_c1_1671809651_8e039859-6b98-4f13-ab20-9e0e45954079,"Well, when I am thinking about a time when I volunteered for a political campaign that was the time when I entered a new team of people, I think that generally I am pretty easygoing and friendly and like to be of service and helpful to the people that are around me. That is something I enjoy doing. I feel that we are able to accomplish More. When we were working together as a team and I worked with an incredible group of ladies that had a lot of passion for what they believed in, and we're willing to work hard. So it was very easy to work with them."
5eea18fc3e537f0c21f2e9df_q5_c1_1671809731_8e039859-6b98-4f13-ab20-9e0e45954079,"Well, I'm thinking of the last, I work as a side job as a, As a caretaker caregiver and the person I worked for was very annoying. I did my best to be patient because this person was sick, but typically, I think it's okay. If you can only handle so much. This person was a very type, A personality and Had kind of like, an OCD nature about them, and that everything had to be an exact its exact place, and she was very, very critical. And so it was an uncomfortable situation. There's really nothing more that I like to add about that. Now."
5eea18fc3e537f0c21f2e9df_q6_c1_1671809843_8e039859-6b98-4f13-ab20-9e0e45954079,"Okay. So one of my employers, my boss was just not very organized and it created a lot of stress for the rest of our team. I think that she was overworked and overwhelmed and it made it difficult for her to lead the team. I think that maybe she should have been better about delegating. And her responsibilities to other people. I don't think she really trusted her employees and I think that that lack of trust, fostered, some resentment within our team, we were all working for a state department and, and yeah, I just, it was not a good situation."
5eeab676ab85911df1cbee3c_q1_c1_1671469165_b9a0d632-7cb4-47e4-ac8f-ddc4986f7325,"I think as an employee my greatest strength or consistency heard of work and discipline. Generally I tend to be a very organized person and I'm always looking to take on more tasks and really show initiative in the role. I think that due to being an introvert, I can have a weakness sometimes of avoiding confrontation, especially with peers, even though it might not actually be confrontation, it can be difficult for me. Two. Explain to peers when they are not fulfilling their job role. Like when I lock the authority, it can be difficult to Guide other people even if I see them hindering or work experience. So I think that tends to be a weakness but I think I am getting over that by reframing as complication, as confrontation as father a growth opportunity for them and I think I tend to be an introvert but I think I can be an asset. I think really I am just more quiet but I can listen a lot and taking a lot of information and I think I have a quiet energy that people open up, they feel real extremely, and if I can also be an asset filming, typically, I am person who is dedicated to the work and who Really. Cares about the organization and cares about fellow co-workers as well as working with management and exploring opportunities for clothes and relational leadership within the whole that exists on. So I would say those are my greatest strengths and weaknesses and having overview of the tendencies that I tend to follow as an employee and That wraps it up a clock. Now."
5eeab676ab85911df1cbee3c_q2_c1_1671469295_b9a0d632-7cb4-47e4-ac8f-ddc4986f7325,"I think that my best friends would describe me as someone who is awesome, eccentric, smart and kind. Generally I tend to develop very close friendships with people but I I would say that I'm a very social person but in an introverted way, I have a difficulty initiating from trips but once an extrovert finds me and you tend to get along very well. I think that I have a lot of patients about half a TV and a lot of listening skills that people tend to lock and friendships. I've generally McGrady thoughtful friend, I love pushing to my parties and getting very thoughtful gifts. Ray. Tend to be eccentric in the sense of my interest me to Verge for my friends. Bye. and maybe very different people, but I feel very confident in what my interests are and I've always been kind of okay with being independent and doing my own thing. Typically, I am someone who is very into culture. So I tend to go on Gus with people like want, but yeah, I guess can go to who my best friend was my best friend. And I are very driven and disciplined and know what we want out of life. And she's been very thoughtful and describing me. So she is You suffer, it seems smart and kind. Funny dry sarcastic. And as always made me feel proud of my own growth and has really made me see like how I've changed in a positive way over the years she's been very patient with all the pieces of my life as well. So I'm very grateful for that. I would say, that's another thing is falling, the very grateful person."
5eeab676ab85911df1cbee3c_q3_c1_1671469440_b9a0d632-7cb4-47e4-ac8f-ddc4986f7325,"It's my situation. I think Perfection my Sabbath's and how much you need was when I was in a role as an intern and had the potential to be hired on as an assistant, the current assistant in the role was just not adequate at the job. And I felt like I had taken on more responsibilities as an intern and could potentially leverage myself into an assistant position because the Rossum was cool once across different apartment departments and so smooth from intern to assistant, I think took dry initiative in pursuit of earrings. I was someone who always had to be busy during this internship. I found that nothing was beneath me. It was a tremendous growth opportunity. Generally, I tend to be someone who takes Takes on a lot of different tasks. I think that due to being neurodivergent, I have to be doing a lot of different things. And so, typically I would always be communicating with other departments. And I think, the reason why in this decision of speaking to management about being hard on his assistant, it didn't I feel like I was being catty with a co-worker or anything. I just felt that like I was fulfilling these two just better than she realized and I tend to behave in situations like new think I was putting in the work and our studies available on prolific. I knew that I was justified in. Defending what my skills were in when I brought to the company and they think I'm like this because I feel like there's happens when I think really advocate for myself. Yeah, I wasn't just ravaging my Sabbath's money for their reason. I feel like I can help the company."
5eeab676ab85911df1cbee3c_q4_c1_1671469570_b9a0d632-7cb4-47e4-ac8f-ddc4986f7325,"Generally, when I bake a cake, the way I behave, when I enter a new team is very cautiously and with a little bit of apprehension just because I have worked in environments where it's very gossipy and caddy. And I want to make sure that I can understand the Dynamics of an office or a space before I try to integrate into them. I also think I like to give people time to get to know me. I have learned that even when I went introvert, it is very important. To greet everyone to introduce myself and to me your first impression. But to kind of sit back and I'll show you to kind of let the group dynamics go back into a normal State. I think that, I tend to be more reserved with coders, but it's very Justified. I like to just maintain professional relationships during the very research person. I tend to be Conscious and wanting to set clear boundaries between personal and work life. And I also want to be clear that even if I'm on the same level as our co-worker, that the job is important to me. And I expected that we are meeting but our job tasks are, if not more, if not exceeding it and I will get frustrated and it's this things are not meant. I will try to work with it over to resolve these things. We speak to management. So, just kind of honey for try anything that isn't going to be so cautious in actually is because I just want to be with us in person, but also I'm going to mow impressing me because what really matters is kind of my relationship with leadership and putting myself into a leadership position. People say things, I tend to be better in positions where I quote some sort of authority because that way, I can make sure that I'm fulfilling the requirements of the company."
5eeab676ab85911df1cbee3c_q5_c1_1671469697_b9a0d632-7cb4-47e4-ac8f-ddc4986f7325,"I think it's situation where somebody annoys me when I co-worker is not performing their job duties. And I think that generally the person who is very hard with me and wants to fill their time at work with meaningful work and wants to object, contribute, something to the organization that I'm looking at. And so I think these situations annoying me because I can't understand why someone wouldn't want to pass the time pass faster. And tend to be this one who wants to keep busy and someone Who. Yeah, feels very dripping and feels a sense of responsibility. And so I think the way I react is sometimes passive aggressive it meant, but I would say that in general, I tried to take on a leadership role in the lead. By example, I Well, Ted and motivate them to get a task done so that you can move on to something else a little bit morons exciting and enticing them or I won't pretend to be someone who speaks managing about it, and speaks to where things are laughing or will reach out and ask for help and putting the examples. Like when I worked in retail and people we're not going to clean. And so the story like I will go and be like this departments, if I mess, this is I'm doing But we might help you things like that. And I think, That I do to always sense of responsibility and kind of primary drives the annoyances. When other people don't feel that same sense of Duty and respect and just kind of doing everything with it - because I think that makes such a difference in my life with just taking pride in work."
