"","id","gender","age_4","education","work_experience_4","ethnicity","VR_total","LN_total","MX_total","R3D_total","g_total","H_self","E_self","X_self","A_self","C_self","O_self","H_observer","E_observer","X_observer","A_observer","C_observer","O_observer","g_H_observer","g_E_observer","g_X_observer","g_A_observer","g_C_observer","g_O_observer","p_H_observer","p_E_observer","p_X_observer","p_A_observer","p_C_observer","p_O_observer"
"88","5c580c3dd3cc6b0001d9ffbf",2,43.8,3,15.8,1,14,3,1,0,18,3.25,2.5,4.1875,3.75,3.875,4.625,3.4125,3.16875,3.203125,3.584375,3.003125,2.909375,3.66875,2.98125,3.14375,3.24375,3.025,2.99375,3.65625,3.25,2.7625,3.9375,3.1375,2.55
"89","5c5c3c5a676a2800013eba45",1,34.9,3,17.5,1,10,1,2,0,13,3.5,2.1875,3.875,3.1875,3.75,3.125,3.12291666666667,3.11979166666667,3.2,3.13229166666667,3.36979166666667,3.19791666666667,3.45,3.29166666666667,3.225,3.09166666666667,3.25833333333333,3.19166666666667,3.10625,2.71875,3.2875,3.31875,3.375,3.00625
"90","5c6d5477e8833000015244ad",1,42.5,3,31.4,1,12,3,3,0,18,2.75,3.375,1.6875,1.75,3.3125,3.25,3.2,3.178125,2.840625,3.078125,3.175,3.30625,3.18125,3.08125,3.18125,2.66875,3.25,3.3,3.41875,3.0625,2.2,3.04375,3.00625,3.1875
"91","5c79bc94d454af00160e2eee",2,31,5,12.2,1,14,3,3,0,20,2.5625,4.625,1.8125,1.75,4.3125,3.75,3.18541666666667,3.33645833333333,3.371875,3.19166666666667,3.3125,2.93541666666667,3.68125,3.55,3.63125,3.54375,3.85625,3.25,2.58333333333333,2.99166666666667,3.35833333333333,2.43333333333333,2.70833333333333,2.26666666666667
"92","5c8db07eb1f89a0016777fe0",2,34.9,2,10,1,8,1,0,0,9,4.6875,4,4.375,4.0625,4.375,3.9375,3.46875,3.1875,3.2625,3.353125,3.321875,3.16875,3.3625,3.3625,3.225,3.5375,3.2375,3.24375,4.1125,3.15625,2.85625,2.9125,3.40625,2.99375
"93","5c91658e319e1200014f6f9b",1,37.5,4,20.2,1,12,1,1,0,14,2.6875,2.1875,3.5625,3.8125,3.625,3.5,2.965625,2.7375,3.396875,3.3375,3.121875,3.0375,3.33125,2.86875,3.21875,3.15625,3.1875,3.34375,2.65625,2.3,3.4625,3.2625,2.69375,2.29375
"94","5c92aa671ce0cd00128c6c86",1,33.5,5,10.3,1,13,4,2,3,22,3.5,3.3125,3.6875,3.0625,4.3125,3.5,3.175,3.00625,3.290625,3.44375,3.525,3.196875,3.425,3.0375,3.41875,3.35,3.3,3.2875,3.30625,2.6375,3.08125,3.575,3.9625,3.4
"95","5c93325695153900102e948b",2,32,2,14.6,1,8,2,0,0,10,4.6875,2.6875,4.625,4.5625,4.6875,3.125,3.13125,3.1625,2.8125,3.29375,3.534375,3.159375,3.24375,3.025,2.9375,3.0625,3.4,3.275,3.28125,3.13125,2.6375,3.58125,3.5375,2.975
"96","5c9ac1ed2497d20001689f53",2,21,2,2,7,14,3,3,0,20,3.5,3.875,1.5,2.1875,3.3125,2.9375,3.35833333333333,3.6,2.34166666666667,3.5,2.9875,3.25416666666667,3.48333333333333,3.41666666666667,2.74166666666667,3.38333333333333,3.00833333333333,3.2,3.375,3.725,1.83333333333333,3.86666666666667,2.76666666666667,3.65
"97","5ca73ac06fa13f00189cbe17",1,58.3,5,29.8,1,12,2,3,0,17,4.0625,3.9375,3.625,3.5625,3.5,3.75,3.27916666666667,2.99791666666667,2.86666666666667,3.40729166666667,2.609375,2.96145833333333,3.43333333333333,3.16666666666667,2.83333333333333,3.10833333333333,2.45,2.93333333333333,3.7,2.6125,2.41875,3.94375,3.075,3.0625
"98","5cb489ff0cd1ed0017465d19",1,33.4,2,16.2,1,11,2,2,1,16,4.1875,2.9375,2.875,3,4.1875,3.9375,3.28125,3.021875,2.678125,2.934375,3.4,2.996875,3.51875,2.91875,2.61875,2.95625,3.18125,3.1125,3.39375,3.05,2.43125,3.03125,3.59375,3.075
"99","5cc1e9161758c700138de977",2,23,3,7,6,4,0,0,0,4,4.3125,3,2.9375,3.25,3.9375,3.5625,3.246875,2.86875,3.56875,3.446875,3.4625,3.309375,3.34375,3,3.525,3.1125,3.6125,3.40625,3.6125,2.4375,3.6625,3.6875,3.1125,3.39375
"100","5cc3f0f9fdb33500018c5eeb",2,30.6,2,13.9,1,9,4,2,0,15,3.9375,3,3.5625,3.9375,3.875,3.9375,3.4,3.0125,3.06875,3.340625,3.459375,3.6875,3.76875,2.91875,3.375,3.46875,3.45,3.9625,3.75625,3.05625,2.94375,3.4625,3.64375,3.11875
"101","5cc489df3e74d80001198974",2,23.6,1,0.2,1,11,3,2,2,18,4.5625,3.375,3,4.125,4.5625,3.8125,3.3125,3.553125,2.359375,3.471875,3.70625,3.5875,3.1125,3.44375,2.39375,3.05,3.45,3.55625,3.7125,3.53125,2.25,3.95625,3.91875,3.425
"102","5cc8cab1f67ce800171cc5b2",2,39.6,4,16.2,1,11,4,3,0,18,3.9375,3.5625,3.125,2.41666666666667,3.5625,3.4375,3.478125,3.225,3.846875,3.24375,3.640625,3.734375,3.2875,3.275,3.6375,3.225,3.98125,3.625,3.875,3.35625,3.99375,3.275,3.41875,3.775
"103","5cc99b0973d6e70001c2fc87",2,31.1,3,10.4,1,7,2,2,0,11,3.0625,3.25,2.125,2.8125,3.4375,3.4375,3.01458333333333,3.034375,2.646875,3.11875,2.95208333333333,2.90833333333333,3.21666666666667,2.86666666666667,3.14166666666667,3.06666666666667,3.10833333333333,2.9,2.65625,2.725,2.49375,3.33125,2.55,2.5875
"104","5cce4682f2ba8e00017f3de2",2,42.4,3,21.1,1,9,2,0,0,11,3,3.375,3.25,3.125,4.25,3.4375,2.934375,3.36875,2.853125,3.421875,3.315625,3.059375,3.40625,3.80625,2.78125,3.6625,3.4125,3.2375,2.375,3,2.9,3.5,3.25,3
"105","5ce2dac69ab6de0018fabe6d",1,41.9,2,6,1,6,0,0,0,6,4.5,2.9375,3.0625,2.875,3.1875,2.9375,3.284375,2.90625,3.021875,3.140625,3.2125,3.20625,3.3,2.85625,3.0375,2.98125,3.45625,3.275,3.86875,2.7125,3.025,3.53125,3.14375,3.63125
"106","5d01c7858a840b00175c2123",1,23,3,2,8,5,0,0,1,6,3.125,4.125,1.625,2.375,3.625,3.375,3.225,3.29375,1.928125,3.290625,3.053125,3.234375,2.9875,2.79375,2.28125,2.9625,3.4,3.325,3.15,3.96875,1.50625,3.2,2.725,2.6875
"107","5d0825b656645b00189807f1",2,32,2,9,1,10,0,0,0,10,3.625,2.5,3.25,3.125,4.1875,3.4375,3.25625,3.228125,2.7,2.946875,3.159375,3.18125,3.2125,3.075,3.18125,3.1625,3.31875,3.35,3.4,3.475,2.325,2.9375,3,2.95
"108","5d18ca519bd071001aaaa932",1,42,3,24.5,1,13,1,3,0,17,4.25,2.6875,4.5625,3.8125,4.0625,4.0625,3.1125,2.903125,3.496875,3.35,3.321875,3.16875,3.25,2.975,3.775,3.125,3.38125,3.15625,3.16875,2.71875,2.9625,3.6375,3.0875,2.925
"109","5d1e2045a37a4d001a1fc2cb",1,23.5,7,0,2,6,2,3,0,11,3.5,3.0625,3.0625,3.6875,3.625,3.6875,3.17291666666667,2.89583333333333,3.3375,3.19375,3.53125,3.15104166666667,3.3,2.575,3.1625,2.6125,3.6125,3.3,3.45625,3.28125,3.4,4.00625,3.4375,2.9125
"110","5d1ef341cde8e900013abcab",2,34.4,3,0.3,8,5,0,1,1,7,4.25,4.5625,2.1875,2.625,3.5625,4.125,3.26666666666667,3.1875,2.55416666666667,3.51666666666667,3.08333333333333,3.07083333333333,3.925,3.225,3.075,3.6125,3.4875,3.3375,2.8,3.38333333333333,2.16666666666667,3.36666666666667,2.43333333333333,2.56666666666667
"111","5d49a0b751695e0001a188a8",2,58,4,15.1,1,9,0,1,0,10,3.6875,3.375,4.875,4.5,4.875,4.25,3.290625,3.15625,3.625,3.653125,3.86875,3.121875,3.70625,3.35625,3.5625,4.075,3.78125,3.31875,3.4875,3.1375,3.85,3.58125,4.04375,3.00625
"112","5d4a03a7278a80001a4fa9df",1,42.3,3,20.3,1,7,0,1,0,8,4.1875,4.375,2,2.625,3.4375,3.875,3.25625,2.965625,3.175,3.553125,3.3875,2.903125,3.6625,3.16875,3.375,3.55,3.6125,3.13125,3.375,2.54375,2.8,3.575,3.19375,2.55
"113","5d4bed118cbe900016c1f6d0",1,31,3,9,2,11,1,0,0,12,2.3125,3.25,3,3.75,4.8125,2.3125,3.196875,3.271875,2.61875,3.6875,3.896875,3.125,3.38125,3.50625,2.6625,3.4,3.69375,3.2875,3.5,3.15625,2.35625,4.2,4.31875,2.9625
"114","5d55d562e04e1c0001f5e682",2,32,4,10.2,1,7,0,1,0,8,4.0625,4.5625,3.875,4.5,4.1875,1.375,3.25833333333333,3.46770833333333,2.878125,3.50416666666667,3.56875,3.04895833333333,3.65,3.325,3.275,3.7625,3.3375,3.2,2.9125,3.65625,2.21875,3.175,3.875,2.81875
"115","5d577affb125380001b5575d",2,27,4,8,1,6,0,1,0,7,2.5625,2.9375,2.3125,2.125,3.375,3.4375,3.140625,3.33125,2.909375,3.28125,3.06875,2.903125,3.46875,3.2,3.31875,3.5625,3.675,3.23125,2.89375,3.30625,2.275,2.65,2.425,2.5
"116","5d59b01348766d0016949e6a",2,40.2,4,16.9,1,12,1,3,0,16,3.75,3.3125,3.4375,3.5625,4,3.5625,3.53125,3.009375,3.28125,3.321875,3.703125,3.253125,3.46875,3.28125,3.36875,3.275,3.80625,3.2,4.18125,2.95625,2.83125,3.63125,3.83125,3.31875
"117","5d5dcbce56779f001a62245e",1,41.1,5,11,1,10,1,0,1,12,2.9375,3.4375,2.9375,3.5625,4.3125,3.5,3.034375,2.828125,2.746875,3.425,3.478125,2.971875,3.16875,2.875,3.0875,3.3375,3.85,3.225,2.85625,2.78125,2.30625,3.15625,3.175,2.66875
"118","5d6807f9778de5001a120d9a",1,38.1,4,19,1,11,0,0,2,13,2.4375,4.375,4,4,4.5625,4.4375,3.365625,3.0625,3.3125,3.25,3.7375,3.2,3.50625,3,3.43125,3.29375,3.375,3.175,3.65,2.84375,3.125,3.24375,3.98125,3.3375
"119","5d74001d391b6600175f433b",2,34,4,20,1,14,4,4,3,25,3.625,2.0625,3.5,3.125,4.125,3.625,3.309375,3.078125,3.49375,3.40625,3.6,3.10625,3.0125,3.2625,3.25625,3.00625,3.46875,3.175,3.79375,2.9875,3.64375,3.88125,3.78125,3.2
"120","5d7e7207461e51001c5c236c",1,24,4,1,4,6,2,0,0,8,3.125,3.3125,2.25,2.875,3.0625,4.125,2.96979166666667,3.05729166666667,2.93020833333333,2.96770833333333,3.02708333333333,3.35208333333333,3.4875,3.0875,3.01875,3.34375,3.1375,3.3375,2.40833333333333,2.875,2.93333333333333,2.58333333333333,2.625,3.26666666666667
"121","5d8934dc4c680f00181616f8",2,35,4,10.1,1,7,2,2,0,11,4.5,3.4375,3.4375,3.3125,4.125,4.4375,3.253125,3.259375,2.915625,3.528125,3.28125,3.050625,3.4375,2.99375,3.0625,3.475,3.25625,3.10625,3.3625,3.6375,2.7,3.5875,3.5125,2.99
"122","5d89a31c43734d0001b6a706",2,37.1,2,10.9,1,4,0,1,0,5,3.875,3.5,3.625,3.6875,3.75,3.125,3.346875,3.3,3.1625,3.3375,3.55625,3.003125,3.39375,3.1375,3.675,3.1625,3.5,3.1875,3.4875,3.5625,2.5125,3.375,3.5625,2.73125
"123","5d90298097a2130015f3fa3c",1,32,2,12.5,1,7,0,0,1,8,3.125,4.25,3.25,3.125,3.4375,4.5,3.31666666666667,3.0125,3.265625,3.334375,3.35625,3.16354166666667,3.325,3.08333333333333,3.25,3.375,3.23333333333333,3.225,3.51875,2.68125,3.15,3.525,3.325,3.20625
"124","5d99898ab82ce10398fc1556",1,25.9,4,0.5,1,12,4,3,0,19,4.1875,4.5,2.5,2,3.6875,3.375,3.315625,3.19791666666667,2.759375,3.33645833333333,3.05520833333333,3.234375,3.425,3.20833333333333,3.375,3.15,3.025,3.225,3.03125,3.34375,2.1875,3.43125,2.975,3.24375
"125","5dae16d241fbb6001160ce72",1,39,5,15.1,4,12,0,0,0,12,2,3.25,3.5625,2.8125,4.125,3.75,3.121875,3.1125,3.684375,3.629375,3.434375,3.34375,3.35625,3.375,3.525,3.44875,3.53125,3.43125,3.0875,2.74375,3.81875,3.91875,3.4625,3.48125
"126","5db5dacdb2d499000a8f4439",4,31.9,5,12.9,9,10,0,1,1,12,2.9375,2.6875,3.125,3.5625,3.3125,3.75,3.08645833333333,3.00625,3.05416666666667,3.346875,3.15520833333333,3.309375,3.08333333333333,3.31666666666667,3.35833333333333,3.25,3.16666666666667,3.35833333333333,3.1625,2.475,3.11875,3.64375,3.0625,3.11875
"127","5dbc46b70338051eb7999760",2,45.1,4,26.6,1,8,1,3,0,12,3.125,3.5625,4.5,3.25,4.3125,4.3125,3.28958333333333,3.12708333333333,3.67083333333333,3.596875,3.64583333333333,3.434375,3.41666666666667,3.21666666666667,3.61666666666667,3.41666666666667,3.44166666666667,3.31666666666667,3.44375,3.11875,3.44375,3.75,3.84375,3.1125
"128","5dc7870428e0d566b626bcb9",2,40.4,3,24.7,1,6,0,1,0,7,3.75,2.6875,3.6875,3.1875,3.875,4.3125,3.2125,3.059375,3.384375,3.303125,3.553125,3.284375,3.15,3,3.8,3,3.45,3.425,3.225,2.9625,3.19375,3.26875,3.4,2.8625
"129","5dcb685070d51c8275d7bd54",1,24,4,9,2,7,3,1,1,12,2.6875,3.3125,3.25,2.8125,3.9375,3.5,3.29375,3.13125,2.696875,3.471875,3.459375,3.01875,3.4375,3.16875,2.49375,3.525,3.44375,3.08125,3.4125,2.88125,2.6625,3.55625,3.175,2.95
"130","5dcdb60be64aaa07c14065cc",2,36.3,3,13.4,1,14,2,4,1,21,3.9375,3.8125,2.3125,3.9375,3.5625,4,2.94895833333333,3.15208333333333,2.93645833333333,3.24166666666667,3.3625,2.990625,3.41666666666667,3.38333333333333,3.125,3.2,3.65,3.08333333333333,2.38125,3.075,2.80625,3.4375,3.075,2.80625
"131","5dcf4136cf8e7e086ea019e4",2,55,4,30.5,1,13,3,2,2,20,3.4375,3.25,3.3125,1.625,2.9375,3.4375,3.26979166666667,3.01875,2.78958333333333,2.875,2.63020833333333,3.2375,2.8,3.0125,2.8375,2.825,2.5,3.2125,3.8125,2.86875,2.4,2.7625,2.7875,3.4
"132","5dd03c5486c8861300974102",1,41,3,20.6,1,13,2,3,2,20,3.75,3.6875,4.75,3.875,3.4375,4.1875,3.19375,2.81875,3.4375,3.253125,3.221875,3.1375,3.325,2.88125,3.575,3.16875,3.50625,3.2125,3.36875,2.49375,3.56875,3.18125,2.7125,3.0875
"133","5dd1013c92b0d219edafe572",1,42.1,4,25.3,6,10,0,3,0,13,3.4375,2.6875,2.375,3.75,3.8125,3.9375,3.284375,3.19375,2.6625,3.73125,3.634375,3.14375,3.45,3.0125,3.01875,3.41875,3.775,3.3125,3.46875,3.65625,2.2625,4.05,3.74375,3
"134","5dd14dd31e70da1d0ee5bab8",2,53.8,5,21.1,1,13,4,4,3,24,4.4375,3.625,3,3.625,4.125,4.5,3.590625,3.090625,2.703125,3.53125,3.34375,3.196875,3.6375,3.08125,3.03125,3.29375,3.51875,3.425,4.10625,3.29375,2.2875,3.8,3.29375,2.9
"135","5dd2f7403c4937312433cc11",1,33.2,3,9.8,1,8,1,2,0,11,2.75,2.625,1.625,2.9375,3.5,4.4375,2.94375,3.084375,3.2,3.1625,3.096875,2.953125,3.3875,3.29375,3.24375,3.4,3.09375,3.1,2.3,2.7,3.3875,2.79375,2.925,2.3125
"136","5dd365bdaf16d337333e212e",1,37,3,16.3,6,13,1,1,2,17,3.3125,2.8125,2.3125,2.875,3,3.4375,3.41875,2.98125,2.56875,3.296875,3.4,2.959375,3.45625,2.81875,2.83125,3.1375,3.68125,3.1,3.94375,3.225,2.3875,3.775,3.025,2.7375
"137","5dd5bde832699257cc9a2fef",2,52.3,3,32.2,8,9,0,0,0,9,3,3.5,3.25,2.875,4.1875,4.1875,3.45625,2.996875,3.63125,3.3125,3.59375,3.25625,3.475,3.05625,3.625,3.3375,3.51875,3.46875,3.8875,2.69375,3.4,2.90625,4.0625,2.875
"138","5de78a77599d506f27692fcf",2,23,4,8.9,1,11,2,3,2,18,2.5,3.4375,3,2.25,2.75,2.83333333333333,3.134375,3.146875,3.075,3.2125,3.29375,3.078125,3.46875,3.11875,3.3,3.25625,3.46875,3.14375,2.975,3.18125,2.98125,3.53125,3.10625,2.85
"139","5de9ce848b29320fd922c587",2,49.6,5,25,1,12,2,1,0,15,3.875,4.625,3.5,2.5625,3.125,3.3125,3.46875,3.278125,3.66875,3.575,3.265625,3.403125,3.33125,3.25,3.85,3.49375,3.18125,3.53125,3.8875,3.26875,3.58125,3.83125,3.59375,3
"140","5debce5335575a2bed69acc6",1,57.1,3,40.6,1,7,1,0,0,8,4,2.8125,3.5625,3.25,3.5625,3.9375,2.971875,2.821875,3.44375,2.85,3.3625,3.215625,3.1125,2.8125,3.45625,2.825,3.2,3.225,2.925,2.66875,3.61875,2.68125,3.35625,2.94375
"141","5dec01e809c107301c5e307f",2,59,3,23,1,8,3,4,1,16,4.75,3.8125,4,3.25,4.375,4.0625,3.40625,3.190625,3.053125,3.4875,3.61875,3.334375,3.46875,3.31875,3.3375,3.6125,3.5625,3.43125,3.75,3.01875,2.575,3.125,3.75625,3.11875
"142","5dec18ea1aaabf30d92ad722",2,25.1,3,6,1,14,2,3,1,20,3.5625,3.4375,3.8125,2.5,3.625,4.375,3.359375,3.1375,3.24479166666667,3.57291666666667,3.16458333333333,3.415625,3.49166666666667,3.16666666666667,3.325,3.36666666666667,3.3,3.36666666666667,3.7375,3.0625,3.2125,3.7375,3.2375,3.54375
"143","5dedec3919398a49e1133b0d",2,32.5,4,7.6,1,8,1,0,0,9,2.9375,4.5,2.5,3.6875,3.75,3.125,3.378125,3.35625,2.71875,3.4125,3.6875,3.1,3.83125,3.4125,2.9125,3.29375,3.59375,3.2625,3.04375,3.31875,2.3375,3.29375,3.9125,2.84375
"144","5dee44454d7bea4e3f4b44a6",2,35,4,14.9,1,10,2,2,0,14,4.125,3.375,4.3125,4.25,4.25,3.625,3.21666666666667,3.13854166666667,3.48541666666667,3.225,3.79479166666667,3.1875,3.48333333333333,3.34166666666667,3.09166666666667,2.89166666666667,3.80833333333333,3.35,3.375,3.04375,3.4375,3.55625,3.79375,3.15625
"145","5e1d0bdfdc1a170a132a6980",2,34,4,8.1,1,15,2,0,0,17,3.875,3.875,2.4375,2.5625,3.625,4.5625,3.315625,3.23333333333333,2.996875,3.48020833333333,3.21979166666667,3.20416666666667,3.43333333333333,3.21666666666667,3,3.18333333333333,3.425,3.36666666666667,3.40625,3.24375,2.89375,3.73125,3.08125,3.25
"146","5e27727328b7b698b037ee6c",1,37.1,4,12.5,6,8,2,0,0,10,3.0625,2.75,3.625,3.5,4.3125,3.5,3.17395833333333,3.17708333333333,3.00104166666667,3.24375,3.47708333333333,2.94583333333333,3.525,3.15,3.21666666666667,3.66666666666667,3.49166666666667,3.1,2.61875,2.975,2.54375,2.61875,3.36875,2.60625
"147","5e32fc389d3f972ca2dca81c",2,29.9,6,10.5,1,14,4,2,1,21,3.875,2.1875,3.5,4.125,4.8125,4.625,3.53125,3.10625,3.54375,3.496875,3.80625,3.1625,3.68125,3.05625,3.3625,3.29375,3.51875,3.1,3.70625,3.0375,3.66875,3.875,3.9625,3.20625
"148","5e531b2205acdb33c0f5f24c",1,44.5,3,21.2,1,10,0,1,0,11,4.1875,3.125,3.125,3.25,4,4.6875,3.2125,2.978125,3.9125,3.190625,2.990625,3.68125,3.01875,2.96875,3.725,2.625,3.10625,3.6125,3.6875,2.5,4.05625,4.10625,2.5375,3.4875
"149","5e55c629171aa20a11be18ea",1,29,6,3.5,1,13,2,1,2,18,2.875,3.875,2.6875,2.3125,4.6875,3.375,3.165625,2.9875,2.665625,3.51875,3.728125,3.1125,3.275,3.0625,2.86875,3.4375,3.63125,3.08125,3.33125,2.86875,2.38125,3.7,3.79375,3.2
"150","5e5731e3e1e8b90e25c1f3a2",1,41.1,4,21.1,1,6,0,0,0,6,3.625,2.4375,4.625,3.875,3.8125,3.1875,2.98125,2.90625,3.109375,3.115625,3.2125,2.98125,3.3,3,3.15,3.65,2.875,3.275,3.025,2.7625,3.30625,3.025,3.24375,2.5
"151","5e5dcce0e58b6a0f18009f84",2,28,4,6,1,6,0,2,0,8,3.125,3.6875,3.5625,3.125,3.5625,3.375,3.21770833333333,3.21458333333333,3.41770833333333,3.56041666666667,3.39479166666667,3.08854166666667,3.6125,3.1875,3.15,4.05,3.8625,3.225,2.94375,3.26875,3.65,3.18125,2.925,2.96875
"152","5e7027c5a2522d000bddb8f3",1,30.6,4,11.2,1,7,0,0,0,7,3.3125,2.75,2.875,3.3125,3.25,3.9375,3.2,3.034375,2.971875,3.2478125,2.99375,3.05,3.5625,3.1,3.5,3.13125,3.125,3.325,3.1375,2.95625,2.575,3.50625,2.6375,2.48125
"153","5e73fc27257569377493feaa",1,24.9,5,10,4,11,3,3,1,18,3.75,2.875,3.375,3.3125,4.4375,3.6875,3.2125,3.24375,2.703125,3.4875,3.2625,3.178125,3.44375,3.35,2.88125,3.60625,3.43125,3.35625,3.1625,3.225,2.325,3.3,2.90625,2.98125
"154","5e74e1df5ae15103a51a1ee8",1,34.2,3,16.6,3,10,3,2,0,15,3.5625,3.75,4.125,3.4375,3.1875,4.625,3.13125,3.075,3.203125,3.571875,3.190625,3.2125,3.20625,3.0875,3.275,3.4,3.225,3.34375,3.125,2.76875,3.125,3.3,3.0875,2.7375
"155","5e74ff093115e00576f0187c",1,34.2,3,14.6,1,14,4,2,0,20,3.6875,2.4375,3.5,4,4.3125,4.75,2.88958333333333,2.76145833333333,2.54479166666667,2.675,2.8,2.93645833333333,3.15,2.85625,3.30625,2.9125,3.11875,3.18125,2.63333333333333,2.60833333333333,1.53333333333333,2.53333333333333,2.29166666666667,2.38333333333333
"156","5e753ccd65c9670a250a019b",2,19,2,3.6,2,8,0,0,0,8,3.5,2.875,3.9375,3.75,3.9375,3.875,3.228125,2.978125,3.9125,3.3875,3.28125,3.24375,3.40625,3.15625,3.83125,3.39375,3.25625,3.4125,3.29375,2.7625,4.11875,3.45,3.125,3.19375
"157","5e836a3c2598d409928dae31",1,38,4,19.7,1,14,4,3,1,22,2.875,1.8125,4.5,1.75,4.875,4.75,3.33125,2.3875,4.175,2.5375,4.246875,3.584375,2.8125,2.2375,3.9,1.95625,3.99375,3.775,4.45625,2.225,4.68125,2.8625,4.79375,3.61875
"158","5e83d36b6d7daf107aea7a7c",2,22.1,3,2,2,9,1,1,1,12,3.8125,3.77083333333333,4.5,3.4375,4,3.75,3.096875,3.046875,3.475,3.43125,3.146875,3.046875,3.34375,3.16875,3.94375,3.70625,3.225,3.04375,3.2125,2.85625,3,3.34375,2.825,3.025
"159","5e8801fc141e8b4872b73310",1,19,3,2,4,11,0,0,1,12,2.6875,3.625,3.25,3.25,3.375,3.8125,3.440625,3.60625,2.94375,3.70625,3.3,3.3,3.70625,3.45625,2.5375,3.85,3.5375,3.33125,3.6625,3.69375,3.11875,3.78125,3.1375,3.3375
"160","5e88dd7a0febe805d3a120b6",2,43.8,4,26.1,1,13,3,1,1,18,4.125,4.25,3.8125,3.625,4.5,4.0625,3.515625,3.365625,3.625,3.16875,4.13125,3.159375,3.5,3.19375,3.5375,3.34375,3.9125,3.0375,4.18125,3.66875,3.95,2.98125,4.3,3.4125
"161","5e8f53644b34ff22d9b3a1c5",1,40,2,7,1,6,0,0,0,6,3.4375,4.4375,1.125,3.0625,2.75,4.1875,3.125,3.1625,2.625,3.20416666666667,3.08333333333333,3.21666666666667,3.2125,3.15,2.5875,2.75,3.6,3.2125,3.0125,3.1125,2.675,3.6,2.8,3.275
"162","5e90a1eaad04060882d17a3d",1,28,6,3.6,4,10,1,1,0,12,3.125,3.5,3.25,3.8125,2.6875,2.5625,3.190625,3.090625,2.621875,3.865625,3.278125,2.99375,3.48125,3.35,2.7125,3.69375,3.6875,3.0625,3.3375,2.925,2.29375,4.08125,3.5125,2.975
"163","5e92ce0be2bcb3600ed93730",1,33,3,20,1,11,4,1,0,16,3.4375,3.5,2.75,2.6875,3.6875,4.375,3.075,2.809375,2.85,2.91875,3.103125,3.190625,3.05625,2.4,3.00625,2.9,2.95,3.2125,3.3125,2.825,2.65625,3.0625,3.05,2.9375
"164","5e9310d77d6dc1000baa5ee7",2,27,3,9.2,1,4,3,2,0,9,1.75,3.25,3.89583333333333,2.6875,1.875,3.25,3.03125,3.12083333333333,3.14270833333333,3.66145833333333,2.96458333333333,3.31458333333333,2.8625,3.05,4.05625,3.58125,2.69375,3.38125,3.0375,3.1125,2.4125,3.9875,3.2375,3.325
"165","5e97af0bca82b6278c859323",2,27.9,3,2.3,6,12,2,4,1,19,3.8125,3.9375,2.6875,3.6875,3.625,4,3.24791666666667,3.29375,2.57395833333333,3.42708333333333,3.56979166666667,3.34895833333333,3.13333333333333,3.14166666666667,2.36666666666667,3.275,3.96666666666667,3.56666666666667,3.675,3.53125,2.54375,3.7375,3.525,3.175
"166","5e9b6bff86b73f07497155e3",1,22.8,3,6.8,2,12,1,0,4,17,3.625,2.9375,4.875,3.8125,4.25,4.25,2.978125,2.83125,3.975,3.39375,3.178125,3.05625,2.75625,2.6375,4.2625,4.04375,3.1125,2.775,3.49375,2.88125,3.91875,3.0375,3.36875,3.325
"167","5ea0f8b65669f80008176bec",1,43,3,28.3,1,12,1,3,0,16,4.1875,3.125,3.5625,3.4375,3.3125,4.875,3.234375,2.815625,3.603125,3.421875,3.090625,3.434375,3.65,2.81875,3.33125,3.5375,3.2375,3.65625,3.4875,2.91875,3.86875,3.74375,2.94375,3.3625
"168","5ea4c1cb7a313648ab349f3d",1,40.2,5,25.4,1,12,0,2,0,14,3.4375,3.25,3.70833333333333,3,3.875,4.125,3.23125,2.971875,3.59375,3.425,3.13125,3.178125,3.25625,3.06875,4.05,3.3625,2.9875,3.33125,3.53125,2.725,3.5625,3.70625,3.4375,3.16875
"169","5ea9bfd30a9b190f0c87c693",2,37.1,4,10.6,1,16,4,4,1,25,3.0625,4.25,3.625,2.875,4.5625,3,3.528125,3.225,3.2415625,3.603125,3.8625,3.096875,3.19375,3.55625,3.09375,3.6875,4.19375,2.9375,4.2125,3.0625,3.3,3.61875,3.9,3.33125
"170","5eb0745480b12a11c526ffc8",2,32.1,4,16.6,1,11,2,3,0,16,3.125,3.75,2.5625,3.0625,4.25,4.25,3.06145833333333,3.21770833333333,2.940625,3.29375,3.41458333333333,2.934375,2.85,3.40833333333333,2.73333333333333,3.18333333333333,3.41666666666667,2.66666666666667,3.05,3.35,2.96875,3.36875,3.56875,3.075
"171","5ebd758a3d870d0725a23e07",3,25.1,3,2,1,14,4,4,4,26,3.4375,3.1875,3.75,2.75,4.1875,4.4375,3,2.796875,3.89375,3.20625,3.6125,3.5875,2.85625,2.5,3.95625,2.50625,3.2875,3.93125,3.21875,2.925,3.91875,3.775,4.01875,3.375
"172","5ec03a5e431c380a2dd46bb5",1,22,3,7,1,13,2,2,0,17,3.4375,3.8125,3.4375,3.0625,3.5625,3.5625,3.09270833333333,3.00520833333333,3.16458333333333,3.628125,3.26145833333333,3.03645833333333,3.075,3.06875,2.8875,3.26875,3.5625,3.00625,3.11666666666667,2.91666666666667,3.01666666666667,4.28333333333333,3.175,3.1
